log name,loss,perplexity,bits per word,Activation Distance,Synaptic Saliency,Jacobian Covariance,Jacobian Cosine,Large Noise Jacobian,Large Noise Jacobian Cosine,More Noised Jacobian,More Noised Jacobian Cosine,Hidden Synaptic Saliency, Layer 1 Hidden Covariance, Layer 2 Hidden Covariance, Layer 3 Hidden Covariance
log_stats_model_1004163_2020-04-21_07-14-54_999984871.json,4.830785362,125.3093353,6.969350086,587.3394363,79285.33594,-205.0062193,0.50466065,-18.62066743,0.999545127,906663174.8,0.065367887,680784.625,-12987.83373,-13842.31882,-5158.311003
log_stats_model_1004163_2020-04-21_07-14-54_999984871.json,4.830785362,125.3093353,6.969350086,587.3601472,79271.07031,-204.8031628,0.504664206,-19.17938108,0.999532092,903344609.8,0.065368697,680770.25,-12981.06893,-13836.4946,-5158.764064
log_stats_model_1004163_2020-04-21_07-14-54_999984871.json,4.830785362,125.3093353,6.969350086,587.3520857,79284.25,-204.8678899,0.504662974,-18.79963487,0.999539937,905847813.8,0.065367078,681134.1875,-12977.89673,-13840.3926,-5157.121583
log_stats_model_1004163_2020-04-21_07-14-54_999984871.json,4.830785362,125.3093353,6.969350086,587.3250676,79294.95313,-204.9343898,0.504662606,-18.79551132,0.999541364,905463929.7,0.065368259,680923.0625,-12934.72751,-13831.13277,-5152.142872
log_stats_model_1004163_2020-04-21_07-14-54_999984871.json,4.830785362,125.3093353,6.969350086,587.326372,79288.86719,-205.0475613,0.504660259,-18.63582655,0.999546313,907337610.3,0.065367196,680755.25,-12951.3724,-13845.82076,-5157.445571
log_stats_model_1004163_2020-04-21_07-14-54_999984871.json,4.830785362,125.3093353,6.969350086,587.3348279,79293.09375,-204.9715476,0.504661416,-18.69429873,0.99954323,907553472,0.065366471,680690.4375,-12914.87483,-13814.41062,-5145.640578
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,580.995385,423473.375,-1041276.243,0.500000926,-252664.3781,0.999999624,6.45E+21,0.062520137,661657.375,-8280.362776,-13875.1204,-7697.727077
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,580.9986301,423482.5313,-1040983.352,0.500000927,-253669.0736,0.999999622,6.42E+21,0.062520183,661853.9375,-8283.310378,-13886.70353,-7700.84237
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,580.9993982,423631.5313,-1041223.037,0.500000926,-255895.5978,0.999999619,6.40E+21,0.062520197,661908.4375,-8298.278003,-13919.48615,-7711.452259
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,580.9910081,423704.9688,-1041561.064,0.500000921,-255328.8153,0.99999961,6.40E+21,0.062520233,661731.75,-8288.816049,-13887.1336,-7689.102975
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,580.9850978,423643.75,-1041004.079,0.500000925,-253584.4316,0.999999616,6.43E+21,0.062520167,661836.625,-8287.769157,-13899.99401,-7697.445766
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,580.9988529,423683.0625,-1040932.92,0.500000927,-253276.7788,0.99999962,6.44E+21,0.062520146,661686.9375,-8273.638274,-13884.15049,-7691.334644
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,581.0272321,423653.0938,-1040303.841,0.500000928,-252554.573,0.999999626,6.42E+21,0.062520171,661751.375,-8277.731923,-13889.69404,-7689.747572
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,581.0072045,423625.2813,-1040278.177,0.50000093,-256893.9073,0.999999618,6.36E+21,0.062520238,661931.875,-8268.502996,-13892.52756,-7687.905387
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,581.0022228,423622.7813,-1039622.678,0.500000927,-253053.8183,0.999999618,6.39E+21,0.062520218,661838.375,-8273.043796,-13887.63307,-7684.974695
log_stats_model_1011260_2020-04-15_13-12-42_999971989.json,4.8541959,128.2775018,7.003124353,581.0060922,423598.875,-1039746.65,0.500000928,-258388.0455,0.999999611,6.34E+21,0.062520227,661857.25,-8261.753966,-13859.02023,-7664.76024
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7860608,10020.12305,-67.31023298,0.517350301,-2.168246775,0.99831818,15641469.03,0.074248264,213936.2969,-3317.220887,-4935.84157,-11378.40187
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7787049,10020.4082,-67.3008802,0.517357702,-2.220721613,0.99829913,15617625.68,0.074260802,213911.5938,-3320.789669,-4940.595836,-11401.93105
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7675645,10020.46289,-67.30497639,0.517355235,-2.232124246,0.998289436,15622086.14,0.074256187,213981.0781,-3328.270312,-4919.351852,-11381.02705
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7752438,10020.02637,-67.31170651,0.517360385,-2.1626977,0.998333193,15642533.9,0.074249973,214000.2969,-3330.366193,-4915.852342,-11293.68869
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7807604,10019.46289,-67.31058226,0.517355535,-2.073427966,0.998398739,15668806.32,0.074235241,213904.7344,-3322.193051,-4884.604143,-11263.5307
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7919404,10018.96289,-67.29299724,0.517361052,-2.117689036,0.998373572,15640688.38,0.074248294,213958.0938,-3322.471124,-4911.090793,-11386.58428
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7846141,10018.51953,-67.2934002,0.51736359,-2.202870992,0.998316835,15623142.09,0.074254232,213895.3438,-3316.247579,-4908.884086,-11271.04504
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7591783,10019.25488,-67.32772845,0.517352098,-2.176057601,0.998334076,15647046.05,0.074255074,214005.2969,-3294.549177,-4901.286061,-11267.20955
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7493176,10020.56543,-67.34444408,0.517343223,-2.1479987,0.998339846,15671346.68,0.074243354,213866.6094,-3314.260784,-4907.924784,-11191.31072
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,573.7513643,10023.06543,-67.35331337,0.51733803,-2.194815881,0.998333007,15664922.28,0.07423934,213890.7656,-3290.593611,-4888.530895,-11200.19474
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.8623747,1039432.75,-1911360.467,0.500000385,-322325.5404,0.99999987,4.79E+23,0.062501992,3747382.75,-3541965.139,-23130742.94,-30272422.71
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.8110169,1039432.5,-1911512.203,0.500000384,-317914.0534,0.999999869,4.81E+23,0.062501991,3747381.75,-3547435.625,-23135964.36,-30272284.29
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.7703353,1039432.5,-1911800.258,0.500000384,-321550.6877,0.999999868,4.80E+23,0.062501992,3747383,-3551440.479,-23142485.14,-30272040.55
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.8344429,1039432.625,-1911329.133,0.500000385,-324231.3119,0.999999862,4.78E+23,0.062501995,3747381,-3544994.263,-23136991.39,-30272069.9
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.7611905,1039432.5,-1911109.129,0.500000385,-324039.0327,0.999999867,4.78E+23,0.062501995,3747380.5,-3545479.504,-23131262.72,-30269516.19
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.8787212,1039432.375,-1910451.484,0.500000383,-319425.3674,0.999999869,4.80E+23,0.062501991,3747382.75,-3542328.453,-23125310.06,-30264363.65
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.8539815,1039432.375,-1910219.712,0.500000386,-320440.0905,0.99999987,4.79E+23,0.062501993,3747383,-3545096.155,-23118857.72,-30260839.12
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.8084564,1039432.5,-1910756.687,0.500000384,-320904.0374,0.999999865,4.79E+23,0.062501992,3747384,-3542072.755,-23106601.14,-30257599.18
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.8084727,1039432.5,-1910233.196,0.500000383,-322283.4948,0.999999867,4.78E+23,0.062501994,3747382.5,-3540742.717,-23126510.36,-30274099.34
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.8586896,1039432.375,-1910988.928,0.500000385,-320552.0932,0.999999869,4.80E+23,0.062501991,3747381.5,-3541775.53,-23107695.57,-30263944.84
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.1679224,602916.0625,-817.4815556,0.501358244,-109.7095699,0.999818943,80437530129,0.063736066,3417413.5,-14645060.56,-50228322.12,-39350349.24
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.2324792,602915.875,-819.1669901,0.501357946,-111.5606888,0.999817589,80765777951,0.063736239,3417413.25,-14754888.43,-50239268.31,-39350508.88
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.0255429,602915.875,-821.985355,0.501355989,-104.952144,0.999827554,82588939139,0.063732914,3417413.5,-14836855.58,-50230484.51,-39350410.19
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.0277841,602915.75,-822.5470115,0.501353101,-114.9723599,0.99981276,81537534470,0.063733473,3417413.25,-14775468.2,-50236333.88,-39350382.87
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.037837,602916,-823.0739201,0.501352422,-115.0686219,0.999813815,81781992616,0.063733258,3417414,-14763109.53,-50231151.51,-39350539.96
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.223087,602915.875,-822.8314708,0.501352449,-112.0754377,0.999817055,82056738914,0.063732752,3417412.75,-14688641.04,-50231035.11,-39350637.35
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.109601,602915.5,-821.1429882,0.501352831,-110.5962437,0.999817024,81647659278,0.063733174,3417413.75,-14681240.61,-50230627.16,-39350575.99
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.051072,602915.75,-825.0310503,0.501349603,-115.4076594,0.999809075,82564549335,0.063731634,3417412.75,-14763359.76,-50226728.37,-39350472.63
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,420.9066886,602915.5,-830.7307617,0.501343335,-114.9299839,0.99981756,84091963680,0.063729858,3417415.75,-14882818.09,-50236064.54,-39350530.55
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.1535052,602915.5,-824.031247,0.501349446,-114.6100515,0.999813634,82225864858,0.063731195,3417416,-14604798.48,-50229764.48,-39350397.75
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.159879,1901162.375,-2729.370695,0.500437563,-332.3637901,0.999945009,8.07E+12,0.062955597,3548515,-9476246.415,-37615293.75,-37316061.54
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.1128101,1901165.5,-2738.541123,0.500437003,-339.2376576,0.999944581,8.13E+12,0.062955017,3548517,-9552412.292,-37628942.09,-37316344.15
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.0871689,1901163.375,-2745.003466,0.500436223,-361.4328799,0.999940335,8.10E+12,0.062955627,3548517.25,-9639699.026,-37635943.83,-37316626.66
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.1145497,1901163,-2743.87375,0.500436507,-346.64842,0.99994401,8.13E+12,0.062955903,3548517.5,-9588780.396,-37646538.27,-37317023.56
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.0900729,1901159.875,-2743.670129,0.5004365,-356.8296198,0.999941204,8.11E+12,0.062955708,3548515.75,-9574084.357,-37637075.56,-37315512.59
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.141806,1901166.125,-2733.665289,0.500437363,-349.1940581,0.999942999,8.04E+12,0.062955924,3548521.5,-9505789.617,-37616094.18,-37313904.64
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.1080625,1901163.625,-2737.533012,0.500437006,-354.3760409,0.999940799,8.09E+12,0.062955209,3548519.5,-9515140.791,-37614311.14,-37313866.8
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.0492813,1901165.875,-2750.388143,0.500436378,-367.9461211,0.999938839,8.11E+12,0.062956577,3548518.5,-9578586.042,-37618284.48,-37313765.05
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.0490055,1901163,-2757.974813,0.50043571,-364.3889423,0.999941181,8.24E+12,0.06295479,3548518,-9667952.768,-37651056.75,-37315904.09
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.1001102,1901160.375,-2739.716386,0.500436881,-352.1973868,0.999942252,8.09E+12,0.062955625,3548511.25,-9457261.048,-37593867.2,-37315165.84
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,254.7400671,5854237,-1825339.421,0.500000419,-312465.4157,0.999999857,3.95E+23,0.062502106,1997838.75,-15348551.27,-56704902.22,-37212932.73
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,254.4268051,5854237,-1824944.521,0.500000422,-311552.0327,0.999999866,3.95E+23,0.062502106,1997838.75,-15355975.09,-56705198.15,-37212930.5
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,253.6444799,5854237,-1825998.32,0.50000042,-311140.0228,0.999999862,3.97E+23,0.062502103,1997838.75,-15365481.94,-56704694.83,-37212938.66
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,254.0113629,5854237,-1825375.567,0.500000419,-313618.0832,0.999999861,3.95E+23,0.062502107,1997838.75,-15360842.96,-56705436.67,-37212921.15
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,253.2179064,5854237.5,-1824753.355,0.500000424,-310745.1004,0.999999871,3.95E+23,0.062502106,1997838.75,-15353323.96,-56704757.83,-37212923.54
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,254.0124894,5854237,-1824221.468,0.500000419,-310616.5191,0.999999865,3.95E+23,0.062502106,1997838.75,-15347122.35,-56706184.33,-37212929.96
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,254.0688476,5854237,-1823198.733,0.500000419,-307037.3431,0.999999863,3.96E+23,0.062502103,1997838.75,-15344327.14,-56705925.37,-37212935.54
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,253.8229109,5854237,-1822390.98,0.500000423,-311974.801,0.999999864,3.93E+23,0.062502107,1997838.75,-15342121.19,-56705764.17,-37212924.3
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,252.8618557,5854237,-1821659.404,0.500000423,-308941.5887,0.999999865,3.94E+23,0.062502106,1997838.75,-15348818.11,-56705352.11,-37212916.14
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,254.6623587,5854237,-1822403.321,0.50000042,-308310.0298,0.999999859,3.94E+23,0.062502109,1997838.75,-15335049.43,-56705548.2,-37212920.33
