ID,GLUE Score,Synaptic Diversity,Synaptic Diversity Normalized,Synaptic Saliency,Synaptic Saliency Normalized,Activation Distance,Activation Distance Normalized,Jacobian Score,Jacobian Score Normalized,Number of Parameters,Head Importance,Head Importance Normalized,Head Confidence,Head Confidence Normalized,Head Softmax Confidence,Head Softmax Confidence Normalized
292,67.6225,0.6919612884521484,0.09885161370038986,0.0015879711136221886,0.00019849638920277357,806579929088.0,145487008.0,-100312.05817699028,0.5691831789503459,9555594,0.0032626406755298376,0.0006525281351059675,3.0582406520843506,0.7645601630210876,0.06254006177186966,0.03127003088593483
293,70.3675,0.800142765045166,0.06154944375157356,0.007362146861851215,0.0007362146861851215,877696647168.0,157632304.0,-100320.85138003655,0.5686734957261455,9066240,0.00392191531136632,0.0003921915194950998,6.695398807525635,0.6695398688316345,0.06710025668144226,0.016775064170360565
294,68.40375,2.1294729709625244,1.0647364854812622,0.004380327649414539,0.0005475409561768174,876868468736.0,157144880.0,-100581.72738869548,0.5583302314440921,9388032,0.010618612170219421,0.005309306085109711,1.1369638442993164,0.5684819221496582,0.07638120651245117,0.038190603256225586
295,66.82625,1.2218363285064697,0.17454804480075836,0.006263012066483498,0.001043835305608809,603849228288.0,161976720.0,-100712.73837669971,0.5584740012680289,7456394,0.006226840429008007,0.0012453680392354727,1.3452272415161133,0.3363068103790283,0.017524322494864464,0.008762161247432232
296,72.575,0.7056424617767334,0.04410265386104584,0.0036775299813598394,0.00026268072542734444,1335650680832.0,142697728.0,-100305.36329716771,0.5693085318125949,13299850,0.0033136061392724514,0.00027613385464064777,9.10068416595459,0.8273349404335022,0.02179165929555893,0.005447914823889732
297,70.50375,1.9934523105621338,0.9967261552810669,0.006846983917057514,0.0011411639861762524,571772698624.0,152391440.0,-100631.85383515096,0.5535925344777557,7288832,0.012203078716993332,0.006101539358496666,1.1414926052093506,0.5707463026046753,0.12144878506660461,0.06072439253330231
298,73.3425,1.6779210567474365,0.16779211163520813,0.006226976402103901,0.0004447840328793973,1499241250816.0,159155120.0,-100393.27832736625,0.566222245560934,13066752,0.007771819364279509,0.0009714774205349386,5.178374290466309,0.6472967863082886,0.08065304160118103,0.020163260400295258
299,64.0425,0.046860672533512115,0.0042600613087415695,0.0029409946873784065,0.0004901657812297344,653520928768.0,173072272.0,-100321.94286324685,0.5661432135204564,7721874,0.0006058103172108531,7.572628965135664e-05,3.156571865081787,0.4509388506412506,0.003940259106457233,0.0019701295532286167
300,64.67,0.7805055975914001,0.1115007996559143,0.005355164408683777,0.0013387911021709442,255219056640.0,134893792.0,-100325.72406229399,0.5686762716838714,5359250,0.0038064811378717422,0.0007612962508574128,3.0305569171905518,0.7576392292976379,0.0629277378320694,0.0314638689160347
301,73.15625,4.026666164398193,0.4474073648452759,0.010588129982352257,0.000661758123897016,1852310159360.0,162483344.0,-100615.87925147072,0.5601326520365968,14939794,0.020435377955436707,0.002919339807704091,3.2128796577453613,0.5354799628257751,0.13948804140090942,0.034872010350227356
