log name,loss,perplexity,bits per word,Activation Distance,Synaptic Saliency,Jacobian Covariance,Jacobian Cosine,Large Noise Jacobian,Large Noise Jacobian Cosine,More Noised Jacobian,More Noised Jacobian Cosine,Hidden Synflow Saliency, Layer 1 Hidden Covariance, Layer 2 Hidden Covariance, Layer 3 Hidden Covariance
log_stats_model_1002763_2020-04-22_17-21-45_999986705.json,4.895079085,133.6305744,7.062106321,574.8520666,9591.129883,-62.99634264,0.520005663,-1.322971899,0.998249627,12787500.22,0.075883695,204217.7813,-3440.810126,-4934.707404,-8415.606605
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.8623747,1039432.75,-1911360.467,0.500000385,-322325.5404,0.99999987,4.79E+23,0.062501992,3747382.75,-3541965.139,-23130742.94,-30272422.71
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,457.8228574,1013119.438,-2227908.372,0.500000299,-334120.3188,0.999999906,1.02E+24,0.062501511,3657938.75,-3582419.984,-23286887.66,-30192966.4
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,461.356877,1081955.5,-2075317.502,0.500000327,-328231.267,0.999999887,7.00E+23,0.062501757,3820562,-3470239.915,-23179763.58,-30413482.02
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,457.7758294,1036239.313,-1966721.115,0.500000369,-325189.0248,0.999999878,5.45E+23,0.062501921,3735417.75,-3501497.918,-23340855.23,-30277095.15
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,454.1821869,964970.375,-1862920.946,0.50000041,-322032.4599,0.999999864,4.25E+23,0.06250208,3554000.5,-3582204.687,-23156833.25,-30056563.05
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,460.4032047,1042079.25,-1954040.993,0.500000381,-329571.9918,0.999999877,5.28E+23,0.062501935,3734785.75,-3539997.894,-23115325.27,-30275743.23
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,460.96251,993720.25,-1833632.668,0.500000415,-309449.5362,0.999999864,3.99E+23,0.062502109,3605351,-3509809.12,-23057395.31,-30078929.96
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,456.1012449,995314.5,-2229578.208,0.500000302,-339321.9923,0.999999908,1.00E+24,0.062501529,3627294.75,-3526307.15,-23364958.97,-30158937.74
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,465.8526484,1013118.438,-1985784.83,0.500000363,-331334.8879,0.999999872,5.74E+23,0.062501874,3666650,-3486215.946,-23115092.88,-30100986.65
log_stats_model_1013157_2020-04-14_06-17-11_999980530.json,5.025119226,152.1883998,7.249714587,460.6231095,1066292.5,-2123051.208,0.500000314,-330381.6293,0.999999883,7.96E+23,0.062501656,3812326.5,-3497847.796,-23263357.82,-30325454.76
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.1679224,602916.0625,-817.4815556,0.501358244,-109.7095699,0.999818943,80437530129,0.063736066,3417413.5,-14645060.56,-50228322.12,-39350349.24
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,423.7797099,537837.0625,-722.7036776,0.501501534,-89.10132456,0.99981717,47927140689,0.063907862,3232121.5,-14962614.46,-50680143.61,-39354464.57
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,419.4980004,585324.4375,-749.8097687,0.501475961,-112.6496128,0.999772288,46266445395,0.064011106,3318653,-15736755.14,-50615624.94,-39349747.91
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,426.6433597,587251.125,-1235.559735,0.500917451,-188.8344986,0.999853932,2.57048E+11,0.063600291,3327447.25,-14766217.3,-50551432.45,-39352411.03
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,418.1143237,543051.3125,-948.0149176,0.501190044,-139.1970253,0.999829641,1.02267E+11,0.06381653,3329730,-14492229.54,-50578557.74,-39359115.81
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,423.5119965,631661,-977.2868343,0.50114839,-154.1806939,0.99981062,1.29206E+11,0.063681195,3367951.75,-13045021.31,-50011483.77,-39323550.17
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,410.7011195,622065.375,-1095.47581,0.501039292,-208.3532747,0.999790988,1.72215E+11,0.063651217,3396197.25,-14515526.78,-50086648.65,-39337136.91
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,422.3251836,579747.9375,-1015.96398,0.501112832,-160.3608503,0.999823161,1.32019E+11,0.063737469,3334019.75,-15385375.87,-50587727.09,-39363917.89
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,418.6353299,546245.25,-961.3868179,0.501162926,-149.2082367,0.999817388,1.20678E+11,0.063697924,3429932.25,-13745169.96,-50296912.36,-39360754.54
log_stats_model_1002378_2020-04-16_11-37-11_999966726.json,5.106778339,165.13748,7.367523785,421.2984375,680623.5625,-828.6542383,0.501344375,-98.03097221,0.999847222,68172915479,0.063905317,3431918.25,-14685302.89,-50652907.64,-39340791.46
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.159879,1901162.375,-2729.370695,0.500437563,-332.3637901,0.999945009,8.06556E+12,0.062955597,3548515,-9476246.415,-37615293.75,-37316061.54
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,481.8333858,1896758.125,-1929.999208,0.500610284,-235.4332547,0.999925238,2.36832E+12,0.063074873,3515766.75,-9304516.816,-37372532.73,-37245605.96
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,485.5836023,1975904.5,-1865.343973,0.500623616,-237.8602835,0.999920204,2.17681E+12,0.063073141,3570141.5,-9109235.87,-37225698.36,-37161287.81
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.1691925,1823658.5,-2091.83386,0.500557989,-244.1851919,0.99993662,3.23013E+12,0.063032579,3502713.5,-9610130.278,-37504109.52,-37377868.97
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,479.0727655,1961400.875,-3341.896897,0.500362943,-461.5842069,0.999948007,1.56297E+13,0.062907287,3520173,-10159889.05,-37607483.49,-37237394.48
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,482.3225249,1912408.5,-2060.904664,0.500570661,-339.3219515,0.999899046,2.58553E+12,0.063081925,3500703.25,-9461175.648,-37528120.64,-37132866.11
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,485.9568975,1912522.875,-1869.636941,0.500623589,-252.0351902,0.999914619,1.76547E+12,0.063142532,3520936.25,-9447913.704,-37525956.45,-37283130.71
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,483.3097509,1931889,-2597.645543,0.500458194,-387.292275,0.999927525,5.91252E+12,0.063001532,3516613.5,-9203703.583,-37083090.9,-37215274.85
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,484.9505855,1777857.125,-2442.326976,0.500483806,-363.7145718,0.999925125,5.16636E+12,0.062996254,3468398.75,-9347586.688,-37369126.31,-37237190.11
log_stats_model_1001317_2020-04-21_07-33-43_999989525.json,5.160521276,174.255267,7.445058453,486.369006,1812465.125,-2826.398995,0.500419568,-463.6926425,0.999926572,7.0951E+12,0.063000932,3447810.75,-9478227.525,-37237004.08,-37181971.47
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,254.7400671,5854237,-1825339.421,0.500000419,-312465.4157,0.999999857,3.95E+23,0.062502106,1997838.75,-15348551.27,-56704902.22,-37212932.73
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,224.1972082,6084230,-1987151.553,0.500000364,-321063.1702,0.999999884,5.89E+23,0.062501843,1951123.75,-14370714.83,-56879327.07,-37082488.91
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,268.1145515,4904443,-1669768.999,0.500000484,-302184.894,0.999999834,2.59E+23,0.062502456,1833291,-16695910.47,-56790492.72,-37099710.12
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,272.5433338,5550884.5,-1878717.907,0.500000395,-311632.8023,0.999999869,4.53E+23,0.062502008,1912374.375,-16007324.86,-56784134.09,-37104163.4
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,226.6592525,5201971,-1916944.488,0.500000384,-310524.2618,0.999999873,5.16E+23,0.06250189,1886367,-14363378.95,-56781833.33,-37109354.14
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,258.9957439,5644896.5,-1973288.651,0.500000363,-322158.0469,0.999999873,5.66E+23,0.062501868,2062574.625,-17146363.56,-56698803.96,-37231513.03
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,232.3665977,4958045,-1841657.972,0.500000412,-318866.7834,0.999999859,4.05E+23,0.062502105,1782330.75,-16117306.68,-56685586.31,-36959392.76
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,192.6279142,5015204,-1894582.538,0.500000388,-309905.9564,0.99999987,4.78E+23,0.06250196,1941475,-16446871.71,-56818837.58,-37025583.64
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,283.9095268,4673363,-1798809.941,0.500000432,-308649.933,0.999999859,3.71E+23,0.062502153,1712385.375,-15353762.39,-56649722.51,-36945922.08
log_stats_model_1013823_2020-04-16_09-58-08_999916458.json,6.506224401,669.2946528,9.386497678,282.2992175,5505681,-1655533.688,0.500000481,-291293.6203,0.999999837,2.60E+23,0.062502377,1845828.875,-14951389.3,-56696552.55,-37088317.36
